2.112868910932275579e+00,1.435078190458255909e+00,1.291174016648706013e+00,1.507601750356117876e+00,1.655503962861708311e+00,2.118666520931755670e+00,1.658361026074727684e+00,6.458435366306455316e-01,1.712324602988339217e+00,1.682662187806994947e+00,1.648311400615874334e+00,1.944001849214580746e+00,1.860976094123247826e+00,1.678947183669044163e+00,1.750309251556655399e+00,2.084725654709381093e+00,1.979524642293416292e+00,1.832836866328893199e+00,2.070221380279326340e+00,2.169791728226818428e+00,2.024060447862440437e+00,1.986541265316229765e+00,7.330305743166157795e-01,1.910442858275885225e+00,2.225239383175516394e+00,2.133642617613455972e+00,1.879144971048869683e+00,1.855512764345469412e+00,1.941685149335721672e+00,1.783642823998231819e+00,0.000000000000000000e+00,1.839456599097928136e+00,1.800497690281375185e+00,1.619312911177786862e+00,1.708784186564977103e+00,1.659101788480506601e+00,5.898348650289727546e-01,1.484000683767345175e+00,1.476326571354352746e+00,1.789758140292385002e+00,2.734148536917031080e+00
2.112937469391247269e+00,1.437801064495665138e+00,1.269600615256190501e+00,1.481432761980815194e+00,1.627762762076775171e+00,2.088746087222367542e+00,1.628719423272646738e+00,6.329985399579820537e-01,1.731004288352998133e+00,1.695573164045129921e+00,1.659903932688524986e+00,1.951722762046856463e+00,1.871096071469529720e+00,1.692816845992134889e+00,1.742295635942734400e+00,2.078705889194529810e+00,1.982162109075333190e+00,1.837582226344223857e+00,2.076934715691550970e+00,2.176868339158136934e+00,2.029910485939871112e+00,1.990439593063577428e+00,7.341853316088406967e-01,1.913498734312687244e+00,2.226802309593617579e+00,2.137629379674615748e+00,1.882995784604652778e+00,1.859705056334982620e+00,1.945967418294458851e+00,1.787367605897802747e+00,0.000000000000000000e+00,1.842773994022728790e+00,1.803747607049379864e+00,1.622323385265505014e+00,1.712067218003323843e+00,1.662373924702977179e+00,5.910181159208491852e-01,1.486999478197430502e+00,1.479254952558988645e+00,1.790862631024336293e+00,2.736655708655212571e+00
2.114975738872714839e+00,1.440601902745381135e+00,1.271980384278513343e+00,1.457114352468066976e+00,1.600224202919294347e+00,2.062567485672912149e+00,1.600528514840437566e+00,6.220378801296437832e-01,1.697235999630687164e+00,1.715128695546652704e+00,1.673539612980146529e+00,1.962663497882185304e+00,1.879865798978765934e+00,1.705707887923495480e+00,1.756937228405234475e+00,2.066488154592576176e+00,1.980063429300227273e+00,1.839535199308106828e+00,2.081892952178602485e+00,2.183491001945466525e+00,2.036595179392534760e+00,1.996574863231453723e+00,7.356984473188372675e-01,1.916843829578187774e+00,2.228619240488725950e+00,2.141491459135032027e+00,1.886512795394073461e+00,1.863498616386488616e+00,1.950403988756475915e+00,1.791370811326065349e+00,0.000000000000000000e+00,1.846360774498862822e+00,1.807157531044027987e+00,1.625381339488326748e+00,1.715341418670517148e+00,1.665661434160982335e+00,5.922166233550396619e-01,1.490057203528342589e+00,1.482268029787048302e+00,1.792431616323945098e+00,2.737582555579236576e+00
2.116891055843431957e+00,1.443385254795851225e+00,1.274336373370725806e+00,1.459711789793280312e+00,1.573666037518370198e+00,2.035599472379008734e+00,1.574824531469622313e+00,6.112938845744653182e-01,1.667526451584820713e+00,1.681386121067548478e+00,1.693009546565788392e+00,1.974967716974684429e+00,1.890633993317353045e+00,1.716251446092905697e+00,1.769997563847373279e+00,2.076893172001962995e+00,1.971335988260942695e+00,1.837613213172595961e+00,2.083870472547381780e+00,2.188562640981000396e+00,2.042716950301494361e+00,2.003412471955556828e+00,7.379997358229374305e-01,1.920984299479390200e+00,2.230784204813914151e+00,2.145414751106993645e+00,1.889713878627887311e+00,1.866851296411099481e+00,1.954418588687517833e+00,1.795265123616988534e+00,0.000000000000000000e+00,1.850098977799903288e+00,1.810670187493687688e+00,1.628442866526114807e+00,1.718541080435128876e+00,1.668832578364977337e+00,5.933721658970366741e-01,1.493026638784669125e+00,1.485227746576002872e+00,1.794146566188032477e+00,2.742320794888619684e+00
2.118645362663018172e+00,1.446218332446584043e+00,1.276729722467283334e+00,1.462333949308938896e+00,1.574597459727864690e+00,2.010455279973410114e+00,1.548800979786093102e+00,6.017439036075422631e-01,1.639128203569412578e+00,1.652478753196908956e+00,1.659944626742539731e+00,1.994221829716576577e+00,1.903583765570322939e+00,1.729441908524333549e+00,1.781158775053411469e+00,2.086548038597171306e+00,1.985081180914356702e+00,1.829512993278586297e+00,2.080999526882069350e+00,2.190482464238868054e+00,2.047078588682604838e+00,2.009673153432574910e+00,7.405836824467996182e-01,1.927316193839119673e+00,2.234032346131286761e+00,2.149566866103466811e+00,1.892666184053779066e+00,1.869851820799955044e+00,1.958035382741364794e+00,1.798651545439208466e+00,0.000000000000000000e+00,1.854060180242851130e+00,1.814423640996542408e+00,1.631641894259857617e+00,1.721800069509615172e+00,1.671965646546965223e+00,5.944891505954743582e-01,1.495916602388106087e+00,1.488159800204383210e+00,1.796106821226456596e+00,2.743782151407361702e+00
2.121780349792639075e+00,1.449061806283530540e+00,1.279161348420592592e+00,1.465023449999834693e+00,1.575589368266832713e+00,2.012330390091350285e+00,1.524099495307629448e+00,5.919774175659165971e-01,1.613623095227610937e+00,1.624512056774419566e+00,1.631349535881850610e+00,1.960456047672110458e+00,1.922874118773664209e+00,1.744428328447904741e+00,1.795001323937508664e+00,2.094427866141640671e+00,1.997975890318332448e+00,1.841681051756352883e+00,2.071874180902678830e+00,2.188060581856741127e+00,2.048536840567405370e+00,2.014264903378521598e+00,7.429259712465710042e-01,1.934164775728888674e+00,2.239074151720697348e+00,2.154295434112449392e+00,1.895655238255141928e+00,1.872555434149011822e+00,1.961239767462628070e+00,1.801601451491547268e+00,0.000000000000000000e+00,1.857970352498254263e+00,1.818299702036177745e+00,1.634962967604326689e+00,1.725143117233484791e+00,1.675099003958878674e+00,5.955812111015648114e-01,1.498714018298672013e+00,1.491021209243345691e+00,1.797959374504315644e+00,2.748278134832036201e+00
2.124903016045755155e+00,1.451990729181702910e+00,1.281674513175461660e+00,1.467799734331000749e+00,1.576754348158432739e+00,2.014272994244844295e+00,1.526649359883970991e+00,5.827793100290211692e-01,1.587754851417219948e+00,1.599586920079947516e+00,1.603957505921296045e+00,1.931343858975921313e+00,1.889563638089182707e+00,1.765818144564049508e+00,1.810629725074908380e+00,2.104950019543498474e+00,2.008932717961008141e+00,1.852731822693363561e+00,2.085353652413919345e+00,2.178702342034845252e+00,2.045312864772276029e+00,2.015729740754149013e+00,7.446097003153455685e-01,1.940424596144672664e+00,2.244798629068006868e+00,2.160901960776146158e+00,1.899461769139775269e+00,1.875436275844750700e+00,1.964177017846491013e+00,1.804339432729385351e+00,0.000000000000000000e+00,1.861475909210800639e+00,1.822261367599521176e+00,1.638524845243008787e+00,1.728762646699925520e+00,1.678429003446523238e+00,5.967186092422941401e-01,1.501557735738713539e+00,1.493875237454362015e+00,1.799817467569598595e+00,2.750546556661593645e+00
2.129601607399131513e+00,1.455129861410019432e+00,1.284463624917167923e+00,1.470981863143901114e+00,1.580159923071119854e+00,2.018407217305891344e+00,1.529919012869758177e+00,5.840313476343877985e-01,1.563906818162639656e+00,1.574394675337296157e+00,1.579301531954359294e+00,1.904287157095717165e+00,1.861518032611262585e+00,1.732942201712553310e+00,1.830703065993658951e+00,2.119306044107791553e+00,2.021291494499949160e+00,1.861547812921303224e+00,2.097234699240678069e+00,2.191726934583085651e+00,2.035547556838055439e+00,2.012548760619627952e+00,7.451023481940407533e-01,1.944679430550382060e+00,2.251265084045606546e+00,2.167647386393508402e+00,1.905369037089870377e+00,1.879248532206251321e+00,1.967244708144098464e+00,1.807172757507867988e+00,0.000000000000000000e+00,1.864897891836228006e+00,1.826001887060008322e+00,1.642316752142007896e+00,1.732778857436380937e+00,1.682141306373254208e+00,5.979815927047544832e-01,1.504641879453811226e+00,1.496897883509175964e+00,1.803352776995305495e+00,2.756312699520024001e+00
2.134156681508698306e+00,1.458283241663154151e+00,1.287282180575320290e+00,1.474215884833254941e+00,1.583630551964939626e+00,2.022364949469456885e+00,1.533225134754972574e+00,5.852879579618014416e-01,1.567268398882849079e+00,1.550695865707647281e+00,1.554255122463168659e+00,1.879987289668661576e+00,1.834630668906416906e+00,1.704627483706960600e+00,1.797982537823643590e+00,2.140004220381140243e+00,2.035380574155884137e+00,1.872448893817301618e+00,2.107174649540846989e+00,2.203296805729096253e+00,2.048440049051523104e+00,2.002535097600917524e+00,7.438247744055861421e-01,1.945775509947699211e+00,2.255682604822673021e+00,2.173242018944952392e+00,1.912054467953110182e+00,1.885313033588264631e+00,1.971043828273538745e+00,1.810456278818257214e+00,0.000000000000000000e+00,1.868164577032952023e+00,1.829448549008951819e+00,1.645795655236618193e+00,1.736891850427676465e+00,1.686102956292662824e+00,5.993626746878852884e-01,1.507999840352821197e+00,1.500100978044206279e+00,1.806684203945193357e+00,2.759660393371090592e+00
2.138341991084085070e+00,1.461331700178818860e+00,1.290002923953099900e+00,1.477362800088380723e+00,1.587024732881644029e+00,2.025850594995557863e+00,1.536440696064812483e+00,5.865019646003446496e-01,1.570497045260900837e+00,1.553878883024146340e+00,1.530148434379994038e+00,1.854409149882679575e+00,1.810279660435097027e+00,1.677123428809522476e+00,1.769478394511952990e+00,2.107712738338655356e+00,2.055611924352487296e+00,1.884837146452151613e+00,2.119388406896869803e+00,2.212365872916407294e+00,2.059850234476413799e+00,2.015042879921516317e+00,7.399531651987425462e-01,1.941990017574875882e+00,2.256440893355693422e+00,2.176186819649151616e+00,1.918194678450581003e+00,1.892208162044930697e+00,1.976754264891469992e+00,1.814910346713740630e+00,0.000000000000000000e+00,1.871352268034808919e+00,1.832642730558752264e+00,1.648956494915307269e+00,1.740513145947878870e+00,1.690015245599963301e+00,6.008187113776549682e-01,1.511604905848354496e+00,1.503499069328203763e+00,1.809669577747542224e+00,2.764901770534487824e+00
