0.5352,100,2,0,True,0,0,()
0.5294,100,2,0,True,0,1,()
0.5414,100,2,0,True,0,2,()
0.5668,100,2,0,True,1,0,()
0.5566,100,2,0,True,1,1,()
0.5432,100,2,0,True,1,2,()
0.5666,100,2,0,True,2,0,()
0.5384,100,2,0,True,2,1,()
0.5406,100,2,0,True,2,2,()
0.5358,100,2,0,False,0,0,()
0.5092,100,2,0,False,0,1,()
0.5296,100,2,0,False,0,2,()
0.5548,100,2,0,False,1,0,()
0.5194,100,2,0,False,1,1,()
0.5382,100,2,0,False,1,2,()
0.557,100,2,0,False,2,0,()
0.545,100,2,0,False,2,1,()
0.5278,100,2,0,False,2,2,()
0.5366,100,2,1,True,0,0,()
0.5186,100,2,1,True,0,1,()
0.5518,100,2,1,True,0,2,()
0.5662,100,2,1,True,1,0,()
0.5584,100,2,1,True,1,1,()
0.5554,100,2,1,True,1,2,()
0.5744,100,2,1,True,2,0,()
0.5524,100,2,1,True,2,1,()
0.5378,100,2,1,True,2,2,()
0.5418,100,2,1,False,0,0,()
0.5268,100,2,1,False,0,1,()
0.5428,100,2,1,False,0,2,()
0.5588,100,2,1,False,1,0,()
0.546,100,2,1,False,1,1,()
0.5334,100,2,1,False,1,2,()
0.5736,100,2,1,False,2,0,()
0.5614,100,2,1,False,2,1,()
0.5416,100,2,1,False,2,2,()
0.5516,100,2,2,True,0,0,()
0.5268,100,2,2,True,0,1,()
0.5378,100,2,2,True,0,2,()
0.5668,100,2,2,True,1,0,()
0.566,100,2,2,True,1,1,()
0.5338,100,2,2,True,1,2,()
0.5938,100,2,2,True,2,0,()
0.5584,100,2,2,True,2,1,()
0.542,100,2,2,True,2,2,()
0.5438,100,2,2,False,0,0,()
0.5316,100,2,2,False,0,1,()
0.542,100,2,2,False,0,2,()
0.5666,100,2,2,False,1,0,()
0.552,100,2,2,False,1,1,()
0.555,100,2,2,False,1,2,()
0.5788,100,2,2,False,2,0,()
0.5526,100,2,2,False,2,1,()
0.5492,100,2,2,False,2,2,()
0.5436,100,2,3,True,0,0,()
0.5244,100,2,3,True,0,1,()
0.5492,100,2,3,True,0,2,()
0.5746,100,2,3,True,1,0,()
0.5518,100,2,3,True,1,1,()
0.5526,100,2,3,True,1,2,()
0.5814,100,2,3,True,2,0,()
0.5526,100,2,3,True,2,1,()
0.545,100,2,3,True,2,2,()
0.5552,100,2,3,False,0,0,()
0.521,100,2,3,False,0,1,()
0.539,100,2,3,False,0,2,()
0.5778,100,2,3,False,1,0,()
0.5486,100,2,3,False,1,1,()
0.5532,100,2,3,False,1,2,()
0.5794,100,2,3,False,2,0,()
