2,110,2
1,129,5
2,121,3
1,158,2
2,160,2
1,101,3
1,43,1
2,47,1
1,136,3
1,80,2
2,1000,1
2,106,4
2,179,1
1,109,4
2,162,3
2,147,2
1,157,4
1,189,1
1,55,3
2,180,2
1,102,3
1,116,3
1,145,2
1,198,4
1,130,2
2,96,3
1,98,3
2,1000,1
1,102,3
2,141,3
2,224,3
2,173,4
1,67,2
1,249,2
1,108,4
2,92,3
1,163,3
1,103,2
2,135,5
1,191,1
1,62,3
2,398,2
2,521,1
1,126,1
1,1000,1
1,197,5
1,191,4
2,187,3
2,54,2
1,93,2
2,168,2
2,201,4
2,198,2
2,189,3
1,102,4
2,119,4
2,129,3
2,93,6
1,105,4
2,96,4
2,150,2
2,138,4
2,129,3
2,33,2
1,296,1
1,274,5
1,172,4
1,87,3
2,1000,3
1,197,5
2,55,4
2,165,1
2,108,5
2,103,6
1,47,1
1,86,3
2,107,2
2,89,4
1,30,1
1,80,5
2,32,2
2,374,4
1,119,2
2,115,3
2,593,1
1,133,5
2,139,5
2,134,3
2,131,2
2,57,3
1,235,1
1,93,3
2,1000,3
1,82,2
1,64,3
2,223,2
2,125,4
1,149,2
1,201,2
1,234,1
1,45,4
2,227,4
1,241,3
1,76,3
1,96,4
2,1000,2
1,68,3
1,75,3
1,159,2
1,95,2
2,155,3
1,144,4
1,259,5
1,88,2
1,65,3
2,221,1
2,529,2
2,90,2
2,105,4
1,144,1
1,89,2
2,107,5
1,1000,0
2,226,1
2,179,3
1,116,3
2,1000,0
2,103,7
2,549,1
2,116,3
1,130,3
2,594,2
2,96,4
2,1000,3
1,148,3
1,205,2
1,138,1
2,79,3
2,1000,1
1,71,5
2,82,3
2,65,1
2,234,5
1,92,6
2,143,1
1,118,5
1,179,6
1,48,2
2,239,2
1,1000,1
1,126,3
1,157,3
1,168,5
1,111,2
2,131,2
2,178,5
2,159,4
2,145,2
1,98,3
2,150,4
1,70,3
2,107,4
1,152,4
1,255,1
1,151,5
1,81,4
1,190,4
1,138,2
2,90,2
1,75,3
1,126,3
1,240,3
2,163,3
2,351,1
2,220,3
1,72,2
2,133,1
1,173,1
1,63,3
2,78,3
1,76,5
1,129,5
1,201,2
1,48,4
2,109,4
2,150,3
1,247,3
2,113,4
1,677,1
2,229,2
2,122,4
2,179,2
2,1000,1
1,114,2
1,146,4
2,60,2
2,88,4
2,73,4
2,88,4
2,335,1
1,79,2
2,149,3
1,170,3
2,96,2
2,261,1
2,227,1
1,138,5
1,215,5
1,130,4
2,214,2
1,153,4
1,129,3
1,141,2
1,48,2
2,1000,2
2,109,3
2,92,2
1,96,3
2,1000,0
2,102,2
2,105,3
2,114,4
1,106,2
1,90,2
1,108,3
2,196,3
1,79,3
2,108,3
2,79,3
2,112,3
2,117,2
2,155,4
2,150,5
1,141,1
2,193,2
1,116,2
2,156,4
2,131,2
1,186,2
1,1000,2
1,98,2
1,85,3
2,145,3
2,111,1
2,135,3
2,1000,0
1,133,2
1,150,5
2,67,3
1,130,4
1,71,5
1,163,2
2,133,1
1,72,4
2,114,4
1,96,3
1,322,3
1,87,3
1,1000,0
2,1000,1
1,101,4
1,101,2
2,85,2
1,164,5
2,117,3
1,168,2
2,148,1
1,92,4
2,228,3
2,178,2
1,67,2
1,272,4
2,93,2
1,113,4
1,67,2
1,101,3
1,130,4
1,94,3
1,150,6
2,64,2
2,131,4
1,52,1
1,115,3
1,128,1
1,58,3
2,38,2
2,110,1
2,305,3
1,252,1
1,87,2
2,111,3
1,120,3
1,87,3
1,114,4
1,124,2
1,1000,0
2,84,6
2,272,2
2,67,1
2,165,4
2,123,6
1,290,1
2,106,2
1,105,4
2,65,2
2,205,2
2,189,2
1,156,3
2,222,4
2,79,1
2,81,3
1,89,4
1,113,3
2,435,1
1,194,2
2,109,4
1,104,4
2,84,3
1,101,3
2,51,3
2,84,1
2,82,4
1,1000,1
1,168,2
1,102,5
2,216,3
2,178,2
1,804,1
2,207,2
1,80,3
1,234,2
1,93,4
1,140,3
2,197,5
2,195,3
2,62,3
1,134,3
2,249,1
2,210,2
1,214,2
2,117,4
2,183,5
2,674,2
2,50,3
1,258,4
2,123,5
1,82,1
1,86,1
2,120,3
1,90,1
2,279,4
1,114,2
1,81,3
1,110,2
1,98,3
2,1000,2
2,131,2
2,91,6
2,59,2
2,73,2
2,235,1
2,271,5
1,156,2
2,57,1
1,143,1
1,88,5
2,91,4
2,159,3
2,97,3
2,138,2
1,118,3
2,125,6
2,100,4
2,83,3
1,99,4
2,230,2
1,102,3
1,219,3
1,585,2
1,243,4
2,97,2
2,84,4
2,59,2
2,152,2
2,81,3
1,129,1
1,120,3
1,1000,0
2,140,1
1,88,3
2,192,1
1,205,5
1,247,5
2,1000,1
2,59,2
1,258,1
1,98,4
2,84,3
1,76,6
1,87,1
1,96,2
2,66,2
1,384,2
2,114,7
1,140,1
1,91,3
2,81,5
2,75,2
1,48,4
1,115,2
2,71,3
2,134,3
2,91,3
2,120,3
2,55,2
