0.6682,100,3,0,True,True,()
0.6637,100,3,0,True,True,,('Brown',, 'Light Blue'),
0.6731,100,3,0,True,True,,('Pink',, 'Orange'),
0.673,100,3,0,True,True,,('Red',, 'Yellow'),
0.6742,100,3,0,True,True,,('Green',, 'Dark Blue'),
0.6621,100,3,0,True,False,()
0.6492,100,3,0,True,False,,('Brown',, 'Light Blue'),
0.6645,100,3,0,True,False,,('Pink',, 'Orange'),
0.6647,100,3,0,True,False,,('Red',, 'Yellow'),
0.6681,100,3,0,True,False,,('Green',, 'Dark Blue'),
0.6597,100,3,0,False,True,()
0.6613,100,3,0,False,True,,('Brown',, 'Light Blue'),
0.6637,100,3,0,False,True,,('Pink',, 'Orange'),
0.6569,100,3,0,False,True,,('Red',, 'Yellow'),
0.6673,100,3,0,False,True,,('Green',, 'Dark Blue'),
0.6488,100,3,0,False,False,()
0.6525,100,3,0,False,False,,('Brown',, 'Light Blue'),
0.658,100,3,0,False,False,,('Pink',, 'Orange'),
0.6623,100,3,0,False,False,,('Red',, 'Yellow'),
0.6598,100,3,0,False,False,,('Green',, 'Dark Blue'),
0.6753,100,3,1,True,True,()
0.669,100,3,1,True,True,,('Brown',, 'Light Blue'),
0.6762,100,3,1,True,True,,('Pink',, 'Orange'),
0.6789,100,3,1,True,True,,('Red',, 'Yellow'),
0.6756,100,3,1,True,True,,('Green',, 'Dark Blue'),
0.6613,100,3,1,True,False,()
0.662,100,3,1,True,False,,('Brown',, 'Light Blue'),
0.6681,100,3,1,True,False,,('Pink',, 'Orange'),
0.6795,100,3,1,True,False,,('Red',, 'Yellow'),
0.6693,100,3,1,True,False,,('Green',, 'Dark Blue'),
0.666,100,3,1,False,True,()
0.6675,100,3,1,False,True,,('Brown',, 'Light Blue'),
0.6653,100,3,1,False,True,,('Pink',, 'Orange'),
0.6767,100,3,1,False,True,,('Red',, 'Yellow'),
0.6747,100,3,1,False,True,,('Green',, 'Dark Blue'),
0.6617,100,3,1,False,False,()
0.6591,100,3,1,False,False,,('Brown',, 'Light Blue'),
0.665,100,3,1,False,False,,('Pink',, 'Orange'),
0.6742,100,3,1,False,False,,('Red',, 'Yellow'),
0.6687,100,3,1,False,False,,('Green',, 'Dark Blue'),
0.6713,100,3,2,True,True,()
0.6773,100,3,2,True,True,,('Brown',, 'Light Blue'),
0.6887,100,3,2,True,True,,('Pink',, 'Orange'),
0.6866,100,3,2,True,True,,('Red',, 'Yellow'),
0.6819,100,3,2,True,True,,('Green',, 'Dark Blue'),
0.6555,100,3,2,True,False,()
0.6681,100,3,2,True,False,,('Brown',, 'Light Blue'),
0.6712,100,3,2,True,False,,('Pink',, 'Orange'),
0.6759,100,3,2,True,False,,('Red',, 'Yellow'),
0.6798,100,3,2,True,False,,('Green',, 'Dark Blue'),
0.6757,100,3,2,False,True,()
0.6779,100,3,2,False,True,,('Brown',, 'Light Blue'),
0.681,100,3,2,False,True,,('Pink',, 'Orange'),
0.6813,100,3,2,False,True,,('Red',, 'Yellow'),
0.6831,100,3,2,False,True,,('Green',, 'Dark Blue'),
0.6703,100,3,2,False,False,()
0.6667,100,3,2,False,False,,('Brown',, 'Light Blue'),
0.6698,100,3,2,False,False,,('Pink',, 'Orange'),
0.6804,100,3,2,False,False,,('Red',, 'Yellow'),
0.6777,100,3,2,False,False,,('Green',, 'Dark Blue'),
0.6689,100,3,3,True,True,()
0.6703,100,3,3,True,True,,('Brown',, 'Light Blue'),
0.6851,100,3,3,True,True,,('Pink',, 'Orange'),
0.6904,100,3,3,True,True,,('Red',, 'Yellow'),
0.6736,100,3,3,True,True,,('Green',, 'Dark Blue'),
0.6718,100,3,3,True,False,()
0.6746,100,3,3,True,False,,('Brown',, 'Light Blue'),
0.6652,100,3,3,True,False,,('Pink',, 'Orange'),
0.6856,100,3,3,True,False,,('Red',, 'Yellow'),
0.6715,100,3,3,True,False,,('Green',, 'Dark Blue'),
0.6822,100,3,3,False,True,()
0.6777,100,3,3,False,True,,('Brown',, 'Light Blue'),
0.6797,100,3,3,False,True,,('Pink',, 'Orange'),
0.6786,100,3,3,False,True,,('Red',, 'Yellow'),
0.6763,100,3,3,False,True,,('Green',, 'Dark Blue'),
0.6698,100,3,3,False,False,()
0.6718,100,3,3,False,False,,('Brown',, 'Light Blue'),
0.6702,100,3,3,False,False,,('Pink',, 'Orange'),
0.6775,100,3,3,False,False,,('Red',, 'Yellow'),
0.6836,100,3,3,False,False,,('Green',, 'Dark Blue'),
0.68,100,4,0,True,True,()
0.6862,100,4,0,True,True,,('Brown',, 'Light Blue'),
